stock,date,price
AAPL,2007-12-11,6.734
AAPL,2007-12-12,6.816
AAPL,2007-12-13,6.851
AAPL,2007-12-14,6.8
AAPL,2007-12-17,6.586
AAPL,2007-12-18,6.535
AAPL,2007-12-19,6.54
AAPL,2007-12-20,6.686
AAPL,2007-12-21,6.925
AAPL,2007-12-24,7.1
AAPL,2007-12-26,7.105
AAPL,2007-12-27,7.092
AAPL,2007-12-28,7.137
AAPL,2007-12-31,7.074
AAPL,2008-01-02,6.959
AAPL,2008-01-03,6.962
AAPL,2008-01-04,6.43
AAPL,2008-01-07,6.344
AAPL,2008-01-08,6.116
AAPL,2008-01-09,6.407
AAPL,2008-01-10,6.358
AAPL,2008-01-11,6.167
AAPL,2008-01-14,6.385
AAPL,2008-01-15,6.037
AAPL,2008-01-16,5.701
AAPL,2008-01-17,5.746
AAPL,2008-01-18,5.763
AAPL,2008-01-22,5.559
AAPL,2008-01-23,4.967
AAPL,2008-01-24,4.843
AAPL,2008-01-25,4.643
AAPL,2008-01-28,4.643
AAPL,2008-01-29,4.698
AAPL,2008-01-30,4.721
AAPL,2008-01-31,4.834
AAPL,2008-02-01,4.777
AAPL,2008-02-04,4.702
AAPL,2008-02-05,4.62
AAPL,2008-02-06,4.357
AAPL,2008-02-07,4.33
AAPL,2008-02-08,4.481
AAPL,2008-02-11,4.623
AAPL,2008-02-12,4.459
AAPL,2008-02-13,4.621
AAPL,2008-02-14,4.552
AAPL,2008-02-15,4.451
AAPL,2008-02-19,4.364
AAPL,2008-02-20,4.422
AAPL,2008-02-21,4.341
AAPL,2008-02-22,4.266
AAPL,2008-02-25,4.276
AAPL,2008-02-26,4.255
AAPL,2008-02-27,4.391
AAPL,2008-02-28,4.64
AAPL,2008-02-29,4.465
AAPL,2008-03-03,4.348
AAPL,2008-03-04,4.451
AAPL,2008-03-05,4.446
AAPL,2008-03-06,4.319
AAPL,2008-03-07,4.366
AAPL,2008-03-10,4.275
AAPL,2008-03-11,4.548
AAPL,2008-03-12,4.501
AAPL,2008-03-13,4.569
AAPL,2008-03-14,4.522
AAPL,2008-03-17,4.526
AAPL,2008-03-18,4.744
AAPL,2008-03-19,4.631
AAPL,2008-03-20,4.76
AAPL,2008-03-24,4.983
AAPL,2008-03-25,5.035
AAPL,2008-03-26,5.181
AAPL,2008-03-27,5.009
AAPL,2008-03-28,5.108
AAPL,2008-03-31,5.125
AAPL,2008-04-01,5.34
AAPL,2008-04-02,5.268
AAPL,2008-04-03,5.415
AAPL,2008-04-04,5.467
AAPL,2008-04-07,5.568
AAPL,2008-04-08,5.459
AAPL,2008-04-09,5.409
AAPL,2008-04-10,5.52
AAPL,2008-04-11,5.255
AAPL,2008-04-14,5.278
AAPL,2008-04-15,5.299
AAPL,2008-04-16,5.489
AAPL,2008-04-17,5.518
AAPL,2008-04-18,5.751
AAPL,2008-04-21,6.006
AAPL,2008-04-22,5.721
AAPL,2008-04-23,5.818
AAPL,2008-04-24,6.034
AAPL,2008-04-25,6.062
AAPL,2008-04-28,6.151
AAPL,2008-04-29,6.252
AAPL,2008-04-30,6.212
AAPL,2008-05-01,6.429
AAPL,2008-05-02,6.462
AAPL,2008-05-05,6.597
AAPL,2008-05-06,6.666
AAPL,2008-05-07,6.521
AAPL,2008-05-08,6.609
AAPL,2008-05-09,6.552
AAPL,2008-05-12,6.72
AAPL,2008-05-13,6.784
AAPL,2008-05-14,6.652
AAPL,2008-05-15,6.776
AAPL,2008-05-16,6.701
AAPL,2008-05-19,6.557
AAPL,2008-05-20,6.639
AAPL,2008-05-21,6.364
AAPL,2008-05-22,6.323
AAPL,2008-05-23,6.47
AAPL,2008-05-27,6.658
AAPL,2008-05-28,6.679
AAPL,2008-05-29,6.667
AAPL,2008-05-30,6.741
AAPL,2008-06-02,6.646
AAPL,2008-06-03,6.62
AAPL,2008-06-04,6.614
AAPL,2008-06-05,6.765
AAPL,2008-06-06,6.63
AAPL,2008-06-09,6.486
AAPL,2008-06-10,6.63
AAPL,2008-06-11,6.458
AAPL,2008-06-12,6.188
AAPL,2008-06-13,6.156
AAPL,2008-06-16,6.316
AAPL,2008-06-17,6.48
AAPL,2008-06-18,6.384
AAPL,2008-06-19,6.461
AAPL,2008-06-20,6.26
AAPL,2008-06-23,6.184
AAPL,2008-06-24,6.188
AAPL,2008-06-25,6.335
AAPL,2008-06-26,6.009
AAPL,2008-06-27,6.075
AAPL,2008-06-30,5.98
AAPL,2008-07-01,6.239
AAPL,2008-07-02,6.006
AAPL,2008-07-03,6.076
AAPL,2008-07-07,6.256
AAPL,2008-07-08,6.413
AAPL,2008-07-09,6.223
AAPL,2008-07-10,6.308
AAPL,2008-07-11,6.164
AAPL,2008-07-14,6.21
AAPL,2008-07-15,6.059
AAPL,2008-07-16,6.172
AAPL,2008-07-17,6.136
AAPL,2008-07-18,5.898
AAPL,2008-07-21,5.939
AAPL,2008-07-22,5.786
AAPL,2008-07-23,5.938
AAPL,2008-07-24,5.68
AAPL,2008-07-25,5.79
AAPL,2008-07-28,5.514
AAPL,2008-07-29,5.61
AAPL,2008-07-30,5.71
AAPL,2008-07-31,5.677
AAPL,2008-08-01,5.595
AAPL,2008-08-04,5.472
AAPL,2008-08-05,5.737
AAPL,2008-08-06,5.864
AAPL,2008-08-07,5.842
AAPL,2008-08-08,6.055
AAPL,2008-08-11,6.199
AAPL,2008-08-12,6.312
AAPL,2008-08-13,6.404
AAPL,2008-08-14,6.404
AAPL,2008-08-15,6.276
AAPL,2008-08-18,6.264
AAPL,2008-08-19,6.198
AAPL,2008-08-20,6.28
AAPL,2008-08-21,6.225
AAPL,2008-08-22,6.314
AAPL,2008-08-25,6.163
AAPL,2008-08-26,6.201
AAPL,2008-08-27,6.238
AAPL,2008-08-28,6.205
AAPL,2008-08-29,6.055
AAPL,2008-09-02,5.935
AAPL,2008-09-03,5.963
AAPL,2008-09-04,5.758
AAPL,2008-09-05,5.721
AAPL,2008-09-08,5.64
AAPL,2008-09-09,5.417
AAPL,2008-09-10,5.415
AAPL,2008-09-11,5.452
AAPL,2008-09-12,5.319
AAPL,2008-09-15,5.013
AAPL,2008-09-16,4.996
AAPL,2008-09-17,4.565
AAPL,2008-09-18,4.789
AAPL,2008-09-19,5.033
AAPL,2008-09-22,4.68
AAPL,2008-09-23,4.53
AAPL,2008-09-24,4.597
AAPL,2008-09-25,4.712
AAPL,2008-09-26,4.58
AAPL,2008-09-29,3.759
AAPL,2008-09-30,4.059
AAPL,2008-10-01,3.897
AAPL,2008-10-02,3.575
AAPL,2008-10-03,3.467
AAPL,2008-10-06,3.505
AAPL,2008-10-07,3.184
AAPL,2008-10-08,3.207
AAPL,2008-10-09,3.169
AAPL,2008-10-10,3.457
AAPL,2008-10-13,3.938
AAPL,2008-10-14,3.717
AAPL,2008-10-15,3.498
AAPL,2008-10-16,3.639
AAPL,2008-10-17,3.479
AAPL,2008-10-20,3.516
AAPL,2008-10-21,3.267
AAPL,2008-10-22,3.46
AAPL,2008-10-23,3.508
AAPL,2008-10-24,3.442
AAPL,2008-10-27,3.289
AAPL,2008-10-28,3.568
AAPL,2008-10-29,3.734
AAPL,2008-10-30,3.966
AAPL,2008-10-31,3.843
AAPL,2008-11-03,3.82
AAPL,2008-11-04,3.964
AAPL,2008-11-05,3.689
AAPL,2008-11-06,3.539
AAPL,2008-11-07,3.509
AAPL,2008-11-10,3.424
AAPL,2008-11-11,3.385
AAPL,2008-11-12,3.219
AAPL,2008-11-13,3.444
AAPL,2008-11-14,3.223
AAPL,2008-11-17,3.148
AAPL,2008-11-18,3.211
AAPL,2008-11-19,3.082
AAPL,2008-11-20,2.875
AAPL,2008-11-21,2.949
AAPL,2008-11-24,3.32
AAPL,2008-11-25,3.243
AAPL,2008-11-26,3.393
AAPL,2008-11-28,3.31
AAPL,2008-12-01,3.176
AAPL,2008-12-02,3.302
AAPL,2008-12-03,3.425
AAPL,2008-12-04,3.265
AAPL,2008-12-05,3.357
AAPL,2008-12-08,3.561
AAPL,2008-12-09,3.574
AAPL,2008-12-10,3.508
AAPL,2008-12-11,3.393
AAPL,2008-12-12,3.51
AAPL,2008-12-15,3.384
AAPL,2008-12-16,3.408
AAPL,2008-12-17,3.184
AAPL,2008-12-18,3.194
AAPL,2008-12-19,3.214
AAPL,2008-12-22,3.062
AAPL,2008-12-23,3.085
AAPL,2008-12-24,3.037
AAPL,2008-12-26,3.065
AAPL,2008-12-29,3.093
AAPL,2008-12-30,3.082
AAPL,2008-12-31,3.048
AAPL,2009-01-02,3.241
AAPL,2009-01-05,3.378
AAPL,2009-01-06,3.322
AAPL,2009-01-07,3.25
AAPL,2009-01-08,3.311
AAPL,2009-01-09,3.235
AAPL,2009-01-12,3.166
AAPL,2009-01-13,3.133
AAPL,2009-01-14,3.048
AAPL,2009-01-15,2.978
AAPL,2009-01-16,2.94
AAPL,2009-01-20,2.793
AAPL,2009-01-21,2.958
AAPL,2009-01-22,3.156
AAPL,2009-01-23,3.156
AAPL,2009-01-26,3.201
AAPL,2009-01-27,3.24
AAPL,2009-01-28,3.364
AAPL,2009-01-29,3.321
AAPL,2009-01-30,3.219
AAPL,2009-02-02,3.268
AAPL,2009-02-03,3.321
AAPL,2009-02-04,3.341
AAPL,2009-02-05,3.445
AAPL,2009-02-06,3.561
AAPL,2009-02-09,3.661
AAPL,2009-02-10,3.494
AAPL,2009-02-11,3.458
AAPL,2009-02-12,3.545
AAPL,2009-02-13,3.541
AAPL,2009-02-17,3.376
AAPL,2009-02-18,3.37
AAPL,2009-02-19,3.237
AAPL,2009-02-20,3.257
AAPL,2009-02-23,3.105
AAPL,2009-02-24,3.223
AAPL,2009-02-25,3.256
AAPL,2009-02-26,3.185
AAPL,2009-02-27,3.19
AAPL,2009-03-02,3.141
AAPL,2009-03-03,3.156
AAPL,2009-03-04,3.256
AAPL,2009-03-05,3.173
AAPL,2009-03-06,3.046
AAPL,2009-03-09,2.968
AAPL,2009-03-10,3.165
AAPL,2009-03-11,3.31
AAPL,2009-03-12,3.441
AAPL,2009-03-13,3.426
AAPL,2009-03-16,3.408
AAPL,2009-03-17,3.559
AAPL,2009-03-18,3.626
AAPL,2009-03-19,3.629
AAPL,2009-03-20,3.628
AAPL,2009-03-23,3.845
AAPL,2009-03-24,3.804
AAPL,2009-03-25,3.803
AAPL,2009-03-26,3.924
AAPL,2009-03-27,3.816
AAPL,2009-03-30,3.732
AAPL,2009-03-31,3.754
AAPL,2009-04-01,3.882
AAPL,2009-04-02,4.025
AAPL,2009-04-03,4.143
AAPL,2009-04-06,4.23
AAPL,2009-04-07,4.107
AAPL,2009-04-08,4.154
AAPL,2009-04-09,4.27
AAPL,2009-04-13,4.294
AAPL,2009-04-14,4.225
AAPL,2009-04-15,4.201
AAPL,2009-04-16,4.338
AAPL,2009-04-17,4.408
AAPL,2009-04-20,4.304
AAPL,2009-04-21,4.349
AAPL,2009-04-22,4.34
AAPL,2009-04-23,4.479
AAPL,2009-04-24,4.425
AAPL,2009-04-27,4.455
AAPL,2009-04-28,4.425
AAPL,2009-04-29,4.469
AAPL,2009-04-30,4.494
AAPL,2009-05-01,4.544
AAPL,2009-05-04,4.717
AAPL,2009-05-05,4.74
AAPL,2009-05-06,4.732
AAPL,2009-05-07,4.609
AAPL,2009-05-08,4.614
AAPL,2009-05-11,4.627
AAPL,2009-05-12,4.444
AAPL,2009-05-13,4.268
AAPL,2009-05-14,4.391
AAPL,2009-05-15,4.372
AAPL,2009-05-18,4.523
AAPL,2009-05-19,4.552
AAPL,2009-05-20,4.495
AAPL,2009-05-21,4.435
AAPL,2009-05-22,4.375
AAPL,2009-05-26,4.671
AAPL,2009-05-27,4.752
AAPL,2009-05-28,4.824
AAPL,2009-05-29,4.85
AAPL,2009-06-01,4.977
AAPL,2009-06-02,4.982
AAPL,2009-06-03,5.034
AAPL,2009-06-04,5.134
AAPL,2009-06-05,5.167
AAPL,2009-06-08,5.138
AAPL,2009-06-09,5.097
AAPL,2009-06-10,5.009
AAPL,2009-06-11,4.998
AAPL,2009-06-12,4.892
AAPL,2009-06-15,4.86
AAPL,2009-06-16,4.87
AAPL,2009-06-17,4.842
AAPL,2009-06-18,4.853
AAPL,2009-06-19,4.981
AAPL,2009-06-22,4.906
AAPL,2009-06-23,4.786
AAPL,2009-06-24,4.865
AAPL,2009-06-25,4.995
AAPL,2009-06-26,5.087
AAPL,2009-06-29,5.07
AAPL,2009-06-30,5.087
AAPL,2009-07-01,5.101
AAPL,2009-07-02,5.001
AAPL,2009-07-06,4.95
AAPL,2009-07-07,4.836
AAPL,2009-07-08,4.901
AAPL,2009-07-09,4.87
AAPL,2009-07-10,4.947
AAPL,2009-07-13,5.084
AAPL,2009-07-14,5.081
AAPL,2009-07-15,5.246
AAPL,2009-07-16,5.269
AAPL,2009-07-17,5.42
AAPL,2009-07-20,5.461
AAPL,2009-07-21,5.411
AAPL,2009-07-22,5.598
AAPL,2009-07-23,5.636
AAPL,2009-07-24,5.714
AAPL,2009-07-27,5.718
AAPL,2009-07-28,5.714
AAPL,2009-07-29,5.715
AAPL,2009-07-30,5.814
AAPL,2009-07-31,5.835
AAPL,2009-08-03,5.944
AAPL,2009-08-04,5.913
AAPL,2009-08-05,5.897
AAPL,2009-08-06,5.854
AAPL,2009-08-07,5.911
AAPL,2009-08-10,5.883
AAPL,2009-08-11,5.815
AAPL,2009-08-12,5.904
AAPL,2009-08-13,6.015
AAPL,2009-08-14,5.956
AAPL,2009-08-17,5.7
AAPL,2009-08-18,5.857
AAPL,2009-08-19,5.879
AAPL,2009-08-20,5.94
AAPL,2009-08-21,6.044
AAPL,2009-08-24,6.038
AAPL,2009-08-25,6.05
AAPL,2009-08-26,5.979
AAPL,2009-08-27,6.052
AAPL,2009-08-28,6.073
AAPL,2009-08-31,6.008
AAPL,2009-09-01,5.904
AAPL,2009-09-02,5.899
AAPL,2009-09-03,5.948
AAPL,2009-09-04,6.083
AAPL,2009-09-08,6.176
AAPL,2009-09-09,6.112
AAPL,2009-09-10,6.163
AAPL,2009-09-11,6.149
AAPL,2009-09-14,6.204
AAPL,2009-09-15,6.256
AAPL,2009-09-16,6.495
AAPL,2009-09-17,6.591
AAPL,2009-09-18,6.608
AAPL,2009-09-21,6.572
AAPL,2009-09-22,6.589
AAPL,2009-09-23,6.625
AAPL,2009-09-24,6.565
AAPL,2009-09-25,6.513
AAPL,2009-09-28,6.648
AAPL,2009-09-29,6.621
AAPL,2009-09-30,6.62
AAPL,2009-10-01,6.459
AAPL,2009-10-02,6.604
AAPL,2009-10-05,6.644
AAPL,2009-10-06,6.786
AAPL,2009-10-07,6.795
AAPL,2009-10-08,6.76
AAPL,2009-10-09,6.803
AAPL,2009-10-12,6.815
AAPL,2009-10-13,6.786
AAPL,2009-10-14,6.832
AAPL,2009-10-15,6.806
AAPL,2009-10-16,6.716
AAPL,2009-10-19,6.781
AAPL,2009-10-20,7.099
AAPL,2009-10-21,7.319
AAPL,2009-10-22,7.329
AAPL,2009-10-23,7.284
AAPL,2009-10-26,7.231
AAPL,2009-10-27,7.049
AAPL,2009-10-28,6.871
AAPL,2009-10-29,7.013
AAPL,2009-10-30,6.732
AAPL,2009-11-02,6.761
AAPL,2009-11-03,6.741
AAPL,2009-11-04,6.815
AAPL,2009-11-05,6.93
AAPL,2009-11-06,6.941
AAPL,2009-11-09,7.195
AAPL,2009-11-10,7.249
AAPL,2009-11-11,7.259
AAPL,2009-11-12,7.214
AAPL,2009-11-13,7.302
AAPL,2009-11-16,7.38
AAPL,2009-11-17,7.393
AAPL,2009-11-18,7.356
AAPL,2009-11-19,7.161
AAPL,2009-11-20,7.14
AAPL,2009-11-23,7.353
AAPL,2009-11-24,7.301
AAPL,2009-11-25,7.292
AAPL,2009-11-27,7.164
AAPL,2009-11-30,7.14
AAPL,2009-12-01,7.035
AAPL,2009-12-02,7.008
AAPL,2009-12-03,7.017
AAPL,2009-12-04,6.904
AAPL,2009-12-07,6.748
AAPL,2009-12-08,6.781
AAPL,2009-12-09,7.064
AAPL,2009-12-10,7.015
AAPL,2009-12-11,6.953
AAPL,2009-12-14,7.035
AAPL,2009-12-15,6.935
AAPL,2009-12-16,6.965
AAPL,2009-12-17,6.852
AAPL,2009-12-18,6.98
AAPL,2009-12-21,7.08
AAPL,2009-12-22,7.156
AAPL,2009-12-23,7.218
AAPL,2009-12-24,7.466
AAPL,2009-12-28,7.558
AAPL,2009-12-29,7.468
AAPL,2009-12-30,7.559
AAPL,2009-12-31,7.526
AAPL,2010-01-04,7.643
AAPL,2010-01-05,7.656
AAPL,2010-01-06,7.535
AAPL,2010-01-07,7.521
AAPL,2010-01-08,7.571
AAPL,2010-01-11,7.504
AAPL,2010-01-12,7.419
AAPL,2010-01-13,7.523
AAPL,2010-01-14,7.48
AAPL,2010-01-15,7.355
AAPL,2010-01-19,7.68
AAPL,2010-01-20,7.562
AAPL,2010-01-21,7.431
AAPL,2010-01-22,7.063
AAPL,2010-01-25,7.253
AAPL,2010-01-26,7.355
AAPL,2010-01-27,7.424
AAPL,2010-01-28,7.118
AAPL,2010-01-29,6.859
AAPL,2010-02-01,6.955
AAPL,2010-02-02,6.995
AAPL,2010-02-03,7.115
AAPL,2010-02-04,6.859
AAPL,2010-02-05,6.981
AAPL,2010-02-08,6.933
AAPL,2010-02-09,7.007
AAPL,2010-02-10,6.968
AAPL,2010-02-11,7.095
AAPL,2010-02-12,7.156
AAPL,2010-02-16,7.264
AAPL,2010-02-17,7.234
AAPL,2010-02-18,7.247
AAPL,2010-02-19,7.203
AAPL,2010-02-22,7.158
AAPL,2010-02-23,7.038
AAPL,2010-02-24,7.166
AAPL,2010-02-25,7.214
AAPL,2010-02-26,7.308
AAPL,2010-03-01,7.464
AAPL,2010-03-02,7.459
AAPL,2010-03-03,7.476
AAPL,2010-03-04,7.525
AAPL,2010-03-05,7.82
AAPL,2010-03-08,7.824
AAPL,2010-03-09,7.965
AAPL,2010-03-10,8.03
AAPL,2010-03-11,8.054
AAPL,2010-03-12,8.093
AAPL,2010-03-15,7.994
AAPL,2010-03-16,8.016
AAPL,2010-03-17,8.004
AAPL,2010-03-18,8.023
AAPL,2010-03-19,7.937
AAPL,2010-03-22,8.027
AAPL,2010-03-23,8.156
AAPL,2010-03-24,8.192
AAPL,2010-03-25,8.095
AAPL,2010-03-26,8.246
AAPL,2010-03-29,8.3
AAPL,2010-03-30,8.423
AAPL,2010-03-31,8.393
AAPL,2010-04-01,8.428
AAPL,2010-04-05,8.518
AAPL,2010-04-06,8.555
AAPL,2010-04-07,8.593
AAPL,2010-04-08,8.57
AAPL,2010-04-09,8.635
AAPL,2010-04-12,8.653
AAPL,2010-04-13,8.658
AAPL,2010-04-14,8.775
AAPL,2010-04-15,8.89
AAPL,2010-04-16,8.836
AAPL,2010-04-19,8.824
AAPL,2010-04-20,8.735
AAPL,2010-04-21,9.258
AAPL,2010-04-22,9.517
AAPL,2010-04-23,9.673
AAPL,2010-04-26,9.625
AAPL,2010-04-27,9.359
AAPL,2010-04-28,9.343
AAPL,2010-04-29,9.594
AAPL,2010-04-30,9.325
AAPL,2010-05-03,9.513
AAPL,2010-05-04,9.239
AAPL,2010-05-05,9.142
AAPL,2010-05-06,8.795
AAPL,2010-05-07,8.424
AAPL,2010-05-10,9.071
AAPL,2010-05-11,9.161
AAPL,2010-05-12,9.36
AAPL,2010-05-13,9.227
AAPL,2010-05-14,9.065
AAPL,2010-05-17,9.079
AAPL,2010-05-18,9.013
AAPL,2010-05-19,8.869
AAPL,2010-05-20,8.491
AAPL,2010-05-21,8.654
AAPL,2010-05-24,8.813
AAPL,2010-05-25,8.758
AAPL,2010-05-26,8.718
AAPL,2010-05-27,9.048
AAPL,2010-05-28,9.174
AAPL,2010-06-01,9.315
AAPL,2010-06-02,9.427
AAPL,2010-06-03,9.397
AAPL,2010-06-04,9.142
AAPL,2010-06-07,8.962
AAPL,2010-06-08,8.905
AAPL,2010-06-09,8.686
AAPL,2010-06-10,8.947
AAPL,2010-06-11,9.054
AAPL,2010-06-14,9.081
AAPL,2010-06-15,9.275
AAPL,2010-06-16,9.545
AAPL,2010-06-17,9.71
AAPL,2010-06-18,9.788
AAPL,2010-06-21,9.649
AAPL,2010-06-22,9.78
AAPL,2010-06-23,9.678
AAPL,2010-06-24,9.607
AAPL,2010-06-25,9.525
AAPL,2010-06-28,9.582
AAPL,2010-06-29,9.149
AAPL,2010-06-30,8.983
AAPL,2010-07-01,8.874
AAPL,2010-07-02,8.819
AAPL,2010-07-06,8.88
AAPL,2010-07-07,9.238
AAPL,2010-07-08,9.218
AAPL,2010-07-09,9.272
AAPL,2010-07-12,9.189
AAPL,2010-07-13,8.993
AAPL,2010-07-14,9.026
AAPL,2010-07-15,8.98
AAPL,2010-07-16,8.925
AAPL,2010-07-19,8.771
AAPL,2010-07-20,8.996
AAPL,2010-07-21,9.08
AAPL,2010-07-22,9.251
AAPL,2010-07-23,9.284
AAPL,2010-07-26,9.26
AAPL,2010-07-27,9.431
AAPL,2010-07-28,9.32
AAPL,2010-07-29,9.218
AAPL,2010-07-30,9.188
AAPL,2010-08-02,9.352
AAPL,2010-08-03,9.355
AAPL,2010-08-04,9.392
AAPL,2010-08-05,9.346
AAPL,2010-08-06,9.289
AAPL,2010-08-09,9.348
AAPL,2010-08-10,9.265
AAPL,2010-08-11,8.935
AAPL,2010-08-12,8.993
AAPL,2010-08-13,8.896
AAPL,2010-08-16,8.844
AAPL,2010-08-17,8.999
AAPL,2010-08-18,9.038
AAPL,2010-08-19,8.924
AAPL,2010-08-20,8.916
AAPL,2010-08-23,8.779
AAPL,2010-08-24,8.569
AAPL,2010-08-25,8.675
AAPL,2010-08-26,8.581
AAPL,2010-08-27,8.629
AAPL,2010-08-30,8.661
AAPL,2010-08-31,8.682
AAPL,2010-09-01,8.94
AAPL,2010-09-02,9.006
AAPL,2010-09-03,9.242
AAPL,2010-09-07,9.208
AAPL,2010-09-08,9.39
AAPL,2010-09-09,9.395
AAPL,2010-09-10,9.408
AAPL,2010-09-13,9.537
AAPL,2010-09-14,9.574
AAPL,2010-09-15,9.651
AAPL,2010-09-16,9.878
AAPL,2010-09-17,9.835
AAPL,2010-09-20,10.115
AAPL,2010-09-21,10.135
AAPL,2010-09-22,10.277
AAPL,2010-09-23,10.319
AAPL,2010-09-24,10.44
AAPL,2010-09-27,10.399
AAPL,2010-09-28,10.245
AAPL,2010-09-29,10.263
AAPL,2010-09-30,10.134
AAPL,2010-10-01,10.09
AAPL,2010-10-04,9.951
AAPL,2010-10-05,10.319
AAPL,2010-10-06,10.328
AAPL,2010-10-07,10.329
AAPL,2010-10-08,10.503
AAPL,2010-10-11,10.549
AAPL,2010-10-12,10.662
AAPL,2010-10-13,10.719
AAPL,2010-10-14,10.797
AAPL,2010-10-15,11.241
AAPL,2010-10-18,11.357
AAPL,2010-10-19,11.053
AAPL,2010-10-20,11.09
AAPL,2010-10-21,11.054
AAPL,2010-10-22,10.981
AAPL,2010-10-25,11.03
AAPL,2010-10-26,11.002
AAPL,2010-10-27,10.994
AAPL,2010-10-28,10.901
AAPL,2010-10-29,10.749
AAPL,2010-11-01,10.864
AAPL,2010-11-02,11.049
AAPL,2010-11-03,11.171
AAPL,2010-11-04,11.367
AAPL,2010-11-05,11.326
AAPL,2010-11-08,11.379
AAPL,2010-11-09,11.289
AAPL,2010-11-10,11.358
AAPL,2010-11-11,11.309
AAPL,2010-11-12,11.001
AAPL,2010-11-15,10.966
AAPL,2010-11-16,10.771
AAPL,2010-11-17,10.732
AAPL,2010-11-18,11.015
AAPL,2010-11-19,10.955
AAPL,2010-11-22,11.191
AAPL,2010-11-23,11.026
AAPL,2010-11-24,11.243
AAPL,2010-11-26,11.277
AAPL,2010-11-29,11.317
AAPL,2010-11-30,11.112
AAPL,2010-12-01,11.3
AAPL,2010-12-02,11.362
AAPL,2010-12-03,11.337
AAPL,2010-12-06,11.434
AAPL,2010-12-07,11.365
AAPL,2010-12-08,11.465
AAPL,2010-12-09,11.42
AAPL,2010-12-10,11.449
AAPL,2010-12-13,11.488
AAPL,2010-12-14,11.439
AAPL,2010-12-15,11.441
AAPL,2010-12-16,11.473
AAPL,2010-12-17,11.45
AAPL,2010-12-20,11.507
AAPL,2010-12-21,11.579
AAPL,2010-12-22,11.613
AAPL,2010-12-23,11.557
AAPL,2010-12-27,11.596
AAPL,2010-12-28,11.624
AAPL,2010-12-29,11.618
AAPL,2010-12-30,11.559
AAPL,2010-12-31,11.52
AAPL,2011-01-03,11.77
AAPL,2011-01-04,11.832
AAPL,2011-01-05,11.929
AAPL,2011-01-06,11.919
AAPL,2011-01-07,12.004
AAPL,2011-01-10,12.231
AAPL,2011-01-11,12.201
AAPL,2011-01-12,12.301
AAPL,2011-01-13,12.346
AAPL,2011-01-14,12.446
AAPL,2011-01-18,12.166
AAPL,2011-01-19,12.101
AAPL,2011-01-20,11.881
AAPL,2011-01-21,11.669
AAPL,2011-01-24,12.052
AAPL,2011-01-25,12.193
AAPL,2011-01-26,12.28
AAPL,2011-01-27,12.257
AAPL,2011-01-28,12.004
AAPL,2011-01-31,12.119
AAPL,2011-02-01,12.323
AAPL,2011-02-02,12.297
AAPL,2011-02-03,12.266
AAPL,2011-02-04,12.375
AAPL,2011-02-07,12.567
AAPL,2011-02-08,12.686
AAPL,2011-02-09,12.791
AAPL,2011-02-10,12.662
AAPL,2011-02-11,12.745
AAPL,2011-02-14,12.828
AAPL,2011-02-15,12.854
AAPL,2011-02-16,12.969
AAPL,2011-02-17,12.796
AAPL,2011-02-18,12.52
AAPL,2011-02-22,12.093
AAPL,2011-02-23,12.236
AAPL,2011-02-24,12.246
AAPL,2011-02-25,12.434
AAPL,2011-02-28,12.615
AAPL,2011-03-01,12.475
AAPL,2011-03-02,12.576
AAPL,2011-03-03,12.841
AAPL,2011-03-04,12.857
AAPL,2011-03-07,12.691
AAPL,2011-03-08,12.706
AAPL,2011-03-09,12.588
AAPL,2011-03-10,12.381
AAPL,2011-03-11,12.571
AAPL,2011-03-14,12.627
AAPL,2011-03-15,12.337
AAPL,2011-03-16,11.786
AAPL,2011-03-17,11.951
AAPL,2011-03-18,11.81
AAPL,2011-03-21,12.118
AAPL,2011-03-22,12.186
AAPL,2011-03-23,12.114
AAPL,2011-03-24,12.32
AAPL,2011-03-25,12.555
AAPL,2011-03-28,12.516
AAPL,2011-03-29,12.534
AAPL,2011-03-30,12.451
AAPL,2011-03-31,12.447
AAPL,2011-04-01,12.306
AAPL,2011-04-04,12.185
AAPL,2011-04-05,12.103
AAPL,2011-04-06,12.073
AAPL,2011-04-07,12.074
AAPL,2011-04-08,11.966
AAPL,2011-04-11,11.814
AAPL,2011-04-12,11.871
AAPL,2011-04-13,12.005
AAPL,2011-04-14,11.872
AAPL,2011-04-15,11.695
AAPL,2011-04-18,11.852
AAPL,2011-04-19,12.066
AAPL,2011-04-20,12.229
AAPL,2011-04-21,12.525
AAPL,2011-04-25,12.607
AAPL,2011-04-26,12.515
AAPL,2011-04-27,12.505
AAPL,2011-04-28,12.384
AAPL,2011-04-29,12.505
AAPL,2011-05-02,12.367
AAPL,2011-05-03,12.436
AAPL,2011-05-04,12.485
AAPL,2011-05-05,12.384
AAPL,2011-05-06,12.381
AAPL,2011-05-09,12.414
AAPL,2011-05-10,12.48
AAPL,2011-05-11,12.401
AAPL,2011-05-12,12.378
AAPL,2011-05-13,12.161
AAPL,2011-05-16,11.904
AAPL,2011-05-17,12.005
AAPL,2011-05-18,12.138
AAPL,2011-05-19,12.162
AAPL,2011-05-20,11.972
AAPL,2011-05-23,11.943
AAPL,2011-05-24,11.864
AAPL,2011-05-25,12.028
AAPL,2011-05-26,11.964
AAPL,2011-05-27,12.05
AAPL,2011-05-31,12.423
